Employee_ID,job_role,experience_years,ai_tool_usage_hours_per_week,tasks_automated_percent,manual_work_hours_per_week,learning_time_hours_per_week,deadline_pressure_level,meeting_hours_per_week,collaboration_hours_per_week,error_rate_percent,task_complexity_score,focus_hours_per_day,work_life_balance_score,burnout_risk_score,productivity_score,burnout_risk_level
003d34ab-c8ba-46c1-8e2b-4a27ce534018,Developer,2,14.4,33.0,32.2,0.7,High,2.7,6.6,4.95,4,3.9,1.0,10.0,43.8,High
f0b68cd9-241c-48ab-88ae-c8f77b20e532,Marketer,13,11.6,27.0,22.4,1.6,Low,2.0,2.6,1.06,3,6.6,7.0,5.66,87.2,Medium
7a7ce599-af18-41f0-a72a-6bdb8d16a5b6,Analyst,17,11.1,35.8,32.2,1.0,High,1.0,5.0,3.8,7,4.1,1.9,10.0,62.5,High
e5dc75a4-fe83-4675-bd9b-e837d3cb0c93,Manager,14,5.5,18.3,28.0,1.4,High,9.0,10.2,1.29,9,4.9,2.4,10.0,56.1,High
776f682b-d983-4e95-8158-f04b6e0a1a04,Manager,18,5.0,3.3,29.5,1.3,Low,15.399999999999999,18.1,0.1,6,1.3,2.1,9.28,53.3,High
a2e5ca28-9596-4e29-9cf5-298407f54e01,Manager,8,5.9,24.8,14.8,0.6,High,15.399999999999999,14.9,0.5,8,2.5,3.2,10.0,46.7,High
18179bad-00ce-402f-9532-ae9abeaeccb2,Analyst,14,15.3,41.7,10.0,2.0,High,5.1,5.6,0.36,3,5.1,4.7,10.0,76.8,High
44933a8f-387f-4e3c-aef7-45907342931c,Developer,1,10.0,26.7,23.9,2.9,Low,1.0,3.2,0.96,7,5.7,7.3,5.44,63.3,Medium
650410f3-be34-43d1-a3c7-aad223e68d56,Developer,17,13.3,31.7,18.4,1.5,Medium,6.9,7.1,3.76,8,5.6,4.8,8.92,83.1,High
1be0a9ae-63eb-47e5-a785-e85fed70893d,Developer,11,16.2,39.9,18.8,0.1,Medium,7.9,11.4,3.74,3,4.5,3.8,9.67,70.2,High
b8a18b02-3544-414c-9d30-edb71064b837,Writer,17,10.7,30.9,19.6,3.2,High,10.9,8.3,0.1,3,5.3,2.7,10.0,83.9,High
c4f8e7ea-2c08-4a95-914a-6904e1820212,Manager,11,9.2,20.8,20.4,1.5,Low,14.5,14.3,1.42,3,1.6,5.0,7.15,53.7,High
d24005bd-2e17-40aa-aa49-a0e3db405658,Analyst,19,12.9,33.2,20.1,0.3,Medium,7.5,6.4,3.51,6,5.6,4.4,9.23,72.7,High
a1b44be0-0aa8-494d-961b-3143a9dd55cb,Manager,17,6.0,9.9,29.2,2.0,High,15.399999999999999,14.0,1.35,3,1.8,1.0,10.0,47.1,High
110d6306-9e8d-4857-9053-8bea4f1305de,Marketer,4,11.9,20.7,23.0,2.4,High,3.1,3.7,4.06,3,4.6,3.5,10.0,39.8,High
faad9c1c-aee3-44a4-b5a5-2f8f64fbf98b,Marketer,17,14.2,37.4,19.5,0.8,Medium,2.1,8.2,3.69,3,5.1,5.5,8.4,75.7,High
dca628da-880a-49a2-b1e3-c01f19185468,Developer,2,24.7,65.3,16.1,0.5,Low,4.9,6.3,6.38,10,5.7,4.6,7.44,69.3,High
2b5e3027-852e-4a95-9853-d8bbdf08ab75,Marketer,8,3.8,12.7,25.5,0.9,High,1.0,3.9,0.1,5,8.0,5.4,10.0,67.5,High
ffacf57c-c704-4a7e-a0ff-e6dc7ecea1d7,Manager,4,2.2,3.7,29.5,2.8,High,14.5,9.8,0.62,10,3.1,1.4,10.0,43.1,High
47c1333e-1313-4deb-8e7e-29cfbde94b4b,Developer,12,13.3,32.2,17.1,1.4,Low,8.9,11.6,1.74,1,4.3,6.2,6.26,73.2,Medium
e6c4c2ef-14eb-484d-b887-c0cc956d49f6,Designer,19,3.9,16.5,18.3,3.2,Low,1.5,3.6,2.84,6,5.0,10.0,3.42,80.8,Low
73879833-3741-4d78-b297-3646d8ad5da7,Developer,16,16.6,34.5,27.1,0.2,Low,1.0,5.5,4.6,5,6.4,4.8,7.28,62.1,High
0bb4c2de-2308-4ea9-b61e-8ecac4d57684,Designer,2,3.1,11.7,30.1,2.4,High,3.3,6.4,2.41,7,4.5,3.9,10.0,53.8,High
1ff06d46-7395-49c5-b61f-4397c12a7d6c,Writer,20,15.0,39.0,17.7,3.0,Medium,2.0,6.7,1.79,4,6.4,5.8,8.18,92.7,High
5a843c7e-1424-4ed6-940a-e0a6c2c9648b,Analyst,8,9.4,24.5,23.6,2.3,Medium,3.0,5.0,2.5,9,5.4,5.5,8.41,59.9,High
05417a3a-ecb7-415b-8b1e-d31163716bcf,Designer,13,9.8,16.8,25.6,2.5,Medium,3.1,2.0,0.45,10,4.0,4.7,8.47,61.7,High
d2f6e6fa-088b-494c-88e8-c20075f21bfd,Writer,18,17.0,42.1,14.1,2.9,Low,8.3,10.8,0.1,7,3.1,6.1,6.31,78.4,Medium
6b9f9d38-8bcd-47c1-9cb7-8f8e74bd303f,Writer,13,9.8,55.2,21.9,0.3,High,4.6,5.5,2.43,8,4.0,1.1,10.0,71.1,High
66ea408b-173f-4036-9819-19243d058b68,Designer,6,2.8,4.3,33.3,4.5,Low,9.5,11.0,0.1,10,2.7,4.6,7.44,52.5,High
62a15c6e-257f-4469-8b73-e047630ed6af,Manager,18,6.2,13.7,26.3,8.2,Low,10.5,12.3,0.8,7,3.8,5.2,6.98,82.2,Medium
653b15e4-f8b3-49f4-b35c-f827e5abcc47,Writer,17,17.9,46.3,18.9,0.8,High,12.5,11.6,2.57,8,2.6,1.0,10.0,63.8,High
bea10784-0b99-46bc-9185-ff2d023ff298,Writer,17,15.5,36.1,16.9,2.8,High,2.9,7.9,0.94,10,5.7,4.2,10.0,75.0,High
4ff06616-d99a-439d-9825-82e95bf30a07,Analyst,3,5.1,10.0,23.2,0.4,High,3.0,7.5,1.3,6,5.8,5.2,10.0,47.2,High
f88b23df-c091-4646-839f-2478487d57f4,Developer,14,20.9,47.6,15.0,1.6,Medium,7.0,9.5,0.38,7,5.7,4.7,9.67,80.1,High
d308d94d-ad14-4f35-8a62-dff2b2fa6d62,Marketer,1,4.9,7.9,18.9,2.7,Medium,2.9,2.6,2.0,9,6.8,7.8,6.7,66.6,Medium
10b2defb-36f0-4f20-aca4-e34595b6a9fc,Designer,16,5.2,19.0,22.8,4.3,Medium,6.0,6.7,0.1,9,5.2,6.0,8.04,69.2,High
e9b96d3b-72a0-494a-ae43-a12fe5d2ca1e,Marketer,14,14.4,30.0,13.8,0.6,High,5.4,4.9,2.21,8,4.2,4.6,10.0,59.6,High
787b0ed8-aabf-41f0-b773-dc14759b67f0,Developer,3,13.2,33.5,24.6,0.7,Low,5.8,5.6,4.42,8,3.3,5.1,7.07,50.8,High
b4d0c443-a776-46ae-9d2d-f8c8e0340b8f,Writer,15,5.5,24.6,19.9,0.6,Low,6.3,4.9,2.45,5,4.2,8.1,4.85,71.0,Medium
e6ed0959-2e28-456c-8cd8-f80feaff8ccc,Analyst,6,11.1,25.4,21.0,5.3,Medium,6.6,9.2,0.84,6,4.6,4.7,8.92,61.8,High
a38de1b9-6b83-41ee-ac06-08eca5e1cd33,Designer,15,5.6,12.6,28.4,1.2,Low,7.2,11.8,0.1,8,3.2,5.7,6.62,67.8,Medium
59e040e5-5b4a-4113-9030-5912ee8b9f94,Manager,3,5.1,17.8,14.9,1.5,Medium,15.399999999999999,15.7,0.35,9,2.7,4.2,9.36,54.5,High
f335ffe6-6fdf-4c31-ad50-d289c56480d8,Analyst,14,14.3,31.5,30.2,2.9,High,3.0,8.3,0.22,3,6.6,1.1,10.0,86.9,High
e38b652d-5c92-4c12-a057-93ce8202414a,Writer,8,8.7,31.5,19.2,1.8,Low,2.8,5.2,3.95,10,5.6,8.3,4.69,71.7,Medium
c2c42d5b-2182-4f6a-9851-8759d294627d,Developer,14,6.5,14.9,26.7,0.5,High,5.8,7.8,0.32,4,4.5,3.2,10.0,60.7,High
d2aa90e7-e07e-4701-bdb4-62c46c072168,Designer,1,4.0,10.7,28.2,2.3,High,5.9,9.4,1.39,2,2.3,3.5,10.0,23.9,High
7ebc3893-588d-4f9a-9153-b72d0dd987af,Writer,17,19.2,41.5,16.7,0.9,Low,8.9,12.8,3.52,4,4.7,4.8,7.29,74.2,High
1c7d85de-1e82-4a5a-9184-a89f16dd93d5,Marketer,19,8.2,26.7,23.8,3.0,Medium,2.9,5.9,0.1,6,4.8,5.8,8.19,83.0,High
33319b2f-3ca7-4171-a1bf-962e3ec5c55f,Analyst,12,11.0,30.6,15.5,3.1,Low,8.1,8.8,0.28,6,3.9,7.4,5.38,74.6,Medium
b49bec75-6526-410e-9664-a8d9535bc2fa,Developer,6,20.0,59.8,10.0,1.8,High,8.4,10.4,1.04,6,3.2,3.4,10.0,71.9,High
9d168592-c6b8-459b-be21-20ccd3e469cf,Developer,2,21.1,52.3,10.0,1.3,Low,8.2,10.4,6.25,2,5.1,6.2,6.26,62.6,Medium
a98acf9f-458e-4cc8-8840-49a84a0a1d37,Developer,4,16.6,45.2,21.2,1.7,High,11.7,8.5,4.06,8,4.3,1.0,10.0,65.4,High
b6321537-ac1f-42d9-8ec9-9665758343d4,Manager,18,8.5,15.8,30.5,1.6,Low,15.399999999999999,12.1,1.24,7,1.8,4.7,10.0,55.5,High
a800c8b0-1e8e-4be7-900d-23b3b8d22090,Designer,13,0.0,0.0,37.3,3.2,High,4.7,5.1,2.37,8,5.7,2.5,10.0,49.2,High
6f89c465-7e42-42ab-9851-8918346c0036,Developer,20,22.6,55.2,18.2,0.4,Low,4.4,6.9,2.89,7,4.4,4.7,7.36,79.5,High
399bdbd8-5d35-40c7-a914-d739105ba8ca,Designer,8,4.0,16.9,27.5,1.7,Medium,4.9,5.9,4.36,6,5.0,5.4,8.48,51.5,High
ef1c7a52-49c0-46f7-ba68-aec062612bd5,Designer,14,7.9,14.8,29.7,2.9,Low,9.7,9.4,2.72,7,3.7,4.2,7.74,59.9,High
5d68a301-cd5c-43b6-ab94-d70b646c06d7,Developer,19,9.8,25.3,23.3,0.4,Low,1.0,6.1,3.16,7,5.4,7.9,4.99,73.5,Medium
6c047b38-9163-4d69-9ef8-24d26a217535,Analyst,4,16.5,36.7,21.5,0.8,High,5.1,11.1,2.87,4,5.0,2.2,10.0,58.7,High
e4dabe28-72a9-4186-9c7b-72f1c1a50610,Developer,19,18.8,45.4,20.8,3.0,Medium,5.8,8.8,1.4,4,5.3,3.2,10.0,76.6,High
d99e5127-653f-4da2-a372-547a6fc735d9,Manager,10,7.8,14.2,20.6,2.2,High,15.399999999999999,15.8,0.8,2,2.9,1.2,10.0,51.6,High
2a12bc53-c5aa-432f-9d8a-dc4e58a07cf4,Writer,16,16.6,49.0,13.9,2.3,Medium,1.0,7.1,0.1,8,7.5,6.6,7.59,93.7,High
8a0c2695-f6ba-43dc-8857-5474d00d814e,Developer,18,16.9,44.1,22.1,2.2,Low,6.6,9.2,0.89,7,5.6,4.6,7.44,86.0,High
9813e2e9-98a1-411a-a479-99c50e77e687,Manager,1,6.1,16.4,31.7,0.5,High,12.5,9.9,2.48,4,3.6,1.0,10.0,35.0,High
eac47cae-3946-48f3-b07b-0d71c8ba926b,Writer,8,7.3,19.3,28.0,0.9,Low,3.4,5.2,3.5,7,6.1,6.3,6.17,52.1,Medium
20672758-d9fc-4245-9527-241f71f4f804,Developer,3,26.3,70.3,13.3,3.5,High,2.3,4.4,3.46,6,6.3,4.7,10.0,81.2,High
40b5ceab-99d6-4d91-973c-c1cac6f71946,Designer,17,8.9,27.5,23.4,2.0,Low,4.4,9.8,0.91,2,4.4,6.8,5.8,86.6,Medium
7dea2ee1-9414-4962-be5b-4fc83f643330,Writer,11,16.4,44.6,10.0,3.7,Low,1.0,8.4,2.92,8,6.8,9.2,4.04,89.0,Low
81f910bd-ffc1-4799-ad05-af05c4190a20,Manager,17,10.1,31.2,24.6,3.1,Medium,15.399999999999999,12.9,0.83,7,2.0,4.7,10.0,62.0,High
2e044fa1-8022-4340-97dd-93195d5dbf8e,Writer,8,13.3,37.8,21.7,1.3,High,5.8,5.1,3.22,2,5.5,2.8,10.0,59.6,High
d805439c-3eaa-4a64-af59-4b8de85984a7,Developer,19,13.5,36.2,19.4,4.0,Low,7.2,7.0,1.48,10,4.7,6.0,6.41,86.6,Medium
2f14e24c-ba1e-4234-b277-bf1956671586,Developer,6,7.9,13.3,22.5,2.9,Medium,6.9,7.9,3.41,4,4.9,5.2,8.64,55.5,High
7d20f42d-1f9b-4911-93ce-564a98096c2f,Marketer,6,7.9,18.2,23.9,0.3,High,10.4,12.3,1.95,6,4.3,2.5,10.0,52.0,High
67aa1dfe-af45-4de1-92e8-7095717a61d0,Writer,11,16.7,36.2,17.0,1.8,Medium,2.2,7.2,1.89,8,7.0,5.5,8.4,79.6,High
04556631-859c-4b26-9e99-382f8d07cd1b,Writer,7,12.6,34.7,26.1,0.7,Low,1.0,3.8,2.81,4,7.9,6.1,6.33,84.9,Medium
7ca3f6b7-5ba5-4a34-acd0-538c56eb3695,Developer,6,13.0,32.2,27.4,3.8,Medium,5.5,8.9,2.22,8,4.1,3.0,10.0,55.8,High
bfd6f8f7-df19-47a9-94b1-b356d3c17a62,Writer,18,7.5,22.2,20.4,2.2,Medium,5.6,9.1,0.1,3,2.6,6.1,7.96,64.6,High
52eeaa59-a933-4a59-99bb-23a0518ed23f,Designer,1,7.7,22.5,22.7,5.6,Low,1.6,3.6,1.7,5,6.4,8.0,4.92,68.9,Medium
a6728862-502e-4a08-8e50-d8412376d19b,Writer,7,8.0,15.2,28.4,1.6,High,7.2,12.5,4.62,7,5.4,2.1,10.0,45.7,High
9f756564-29fb-43fc-aa78-e19a804c3135,Developer,3,12.8,36.0,20.6,5.3,High,7.2,10.0,3.18,5,4.8,2.8,10.0,47.9,High
da2d0001-8598-43cf-9adf-4b5bbe12c77c,Analyst,5,4.5,4.0,30.4,2.2,High,4.1,6.2,0.1,8,4.8,3.2,10.0,52.4,High
d094473d-11ce-45d6-b7a6-148173569433,Analyst,7,8.8,18.1,23.5,0.8,Low,3.0,9.0,1.49,2,6.5,7.2,5.52,69.3,Medium
c8e3deb2-ab9c-4d0d-8e15-1943252bd933,Analyst,8,9.6,17.9,28.0,0.5,High,6.0,10.0,3.4,8,5.2,2.1,10.0,52.5,High
c485ee1e-f679-4eba-92fa-bfa9dba7bfd7,Manager,5,0.9,3.3,21.8,1.1,High,10.2,9.7,3.64,6,5.9,4.8,10.0,42.3,High
3eb7dd24-278c-4232-bb25-6f890f1a412f,Designer,5,8.5,21.9,15.0,1.2,Medium,1.0,6.4,4.55,8,6.1,8.4,6.27,66.5,Medium
94a54c6d-57a3-4480-9597-eb940b8bd679,Designer,10,4.7,23.9,26.9,0.7,Low,5.2,11.5,3.43,9,6.8,4.7,5.81,71.5,Medium
55988ef8-e2c4-4592-a681-057b5700a112,Designer,3,2.7,11.5,21.6,2.3,Medium,8.6,9.4,1.98,1,4.3,6.3,7.82,51.6,High
839a76dd-2165-472c-96c3-84a9cf5b84f3,Developer,1,18.1,34.4,25.0,0.6,High,6.5,7.0,1.88,1,4.8,1.0,10.0,60.6,High
d1fdb91a-69f4-468d-80db-454c66d5057f,Analyst,13,10.9,30.3,16.4,2.4,High,8.3,9.0,0.29,9,3.2,4.1,10.0,63.7,High
a5c1c1f5-fdb7-4f61-b31d-68dcc773c74f,Marketer,9,11.4,29.6,15.7,9.1,High,9.0,9.4,0.1,1,4.4,4.7,10.0,66.1,High
7e894ed5-bb11-42cf-b4a2-9a211eb4047c,Analyst,7,8.2,28.7,16.6,0.3,Medium,3.5,6.7,2.37,2,5.6,4.7,7.0,69.5,Medium
11a3d1ce-d5f8-479c-bc86-107cbf70ae21,Analyst,8,11.9,25.5,22.8,0.2,Low,1.8,7.8,3.91,3,7.6,4.7,5.74,74.5,Medium
eb3ab131-a091-4e92-9141-7fe6a0a281dd,Developer,18,18.7,45.3,23.3,0.2,High,7.5,4.8,1.35,1,5.3,1.0,10.0,93.2,High
ab0c5fc4-2cfb-4463-ba56-2c857da28137,Marketer,8,12.2,20.6,25.9,0.3,High,2.7,6.0,4.98,1,5.7,2.8,10.0,55.9,High
00331128-4783-40e6-a4cc-21b3d49f189a,Manager,10,9.1,23.1,18.9,1.2,High,9.3,9.9,3.53,4,4.8,3.7,10.0,60.2,High
237f61c3-5a3a-4744-a428-4cb946f6146e,Developer,8,7.9,23.3,19.2,8.6,Medium,2.2,6.8,0.1,2,5.0,7.2,7.16,64.1,High
0b0488a8-70d2-4370-9dd6-ef1ab47622eb,Developer,13,23.2,57.2,16.0,2.3,Low,4.8,7.6,0.87,8,6.0,5.0,7.14,90.9,High
5e3c4434-ef1d-468f-a459-5d761c8f4944,Analyst,1,10.3,30.3,18.3,1.7,High,1.0,10.0,2.38,6,5.5,5.6,9.98,52.6,High
417d7572-461f-4b17-a2ff-fd8adafecd7f,Analyst,18,11.4,27.8,26.7,0.5,Medium,2.9,5.0,1.63,10,4.7,4.2,9.36,78.4,High
b5d5661f-9747-4312-88c5-f6fdb5c6767f,Designer,10,4.2,11.5,28.9,0.7,High,4.0,5.9,2.09,7,4.7,3.7,10.0,54.5,High
e60f78d2-d35b-4f12-9b72-328be598cbc3,Developer,15,15.4,31.9,12.8,0.9,Low,6.0,6.9,1.89,9,4.4,7.4,5.35,89.9,Medium
c6dc0b89-fb26-496d-8647-c01307dcb668,Marketer,10,9.8,33.3,19.3,0.8,Medium,10.5,9.4,1.25,1,2.5,4.6,9.08,57.2,High
1716c4f0-8ea4-4419-b4b0-f46d30498c28,Marketer,7,18.4,43.8,20.8,5.2,Medium,1.0,8.6,0.1,3,6.6,4.4,9.21,79.9,High
1b080c90-c0cd-43ff-bc4e-903566e4b88b,Marketer,19,5.5,6.5,21.7,1.8,Medium,5.2,11.1,3.36,2,7.3,6.4,7.74,79.5,High
9064bf9f-467e-4015-974f-4658561d326b,Marketer,20,13.0,34.3,19.0,1.1,High,9.8,13.2,2.91,3,4.4,2.6,10.0,68.7,High
bf9f6d31-6acd-445f-b8a7-0e748d39eff2,Designer,1,2.0,3.9,23.0,1.0,Medium,7.2,9.6,4.5,4,2.4,6.4,7.73,30.9,High
8e10f6f5-7694-49d3-a034-3ec36dbcf0a3,Manager,15,3.9,6.1,28.3,2.5,Medium,15.399999999999999,12.2,0.1,4,1.3,1.5,10.0,48.9,High
c3ed4dab-8576-495f-aa6c-c4e098ddb640,Designer,5,3.1,4.8,28.9,1.6,Low,1.0,4.8,0.71,10,5.5,7.8,5.08,65.2,Medium
c08065d1-a83a-4f84-82f8-e90e0ec74672,Developer,13,12.3,24.7,23.8,1.7,Medium,6.7,11.4,2.02,7,5.2,3.8,9.67,70.3,High
053b8ad2-e1f7-4c69-9ea1-8825d98215bb,Manager,4,2.0,12.6,26.0,3.2,Low,15.399999999999999,11.4,1.97,4,3.3,5.1,7.08,49.1,High
c2d66bd5-6609-4047-aba1-87bd6d4747a5,Analyst,5,13.3,22.0,20.4,6.3,Low,3.7,7.7,2.44,5,4.6,6.6,5.94,65.8,Medium
8c64da4a-5a5c-4ca2-ae44-aee07947b17b,Manager,17,5.6,22.4,21.9,1.7,Medium,15.399999999999999,14.5,2.6,3,3.0,4.7,9.67,49.9,High
ba7ddf92-e395-4a03-a734-190ce6699b71,Analyst,15,8.4,12.6,34.9,0.4,Medium,5.7,10.7,0.36,9,4.9,2.2,10.0,63.7,High
9db84390-6c3c-4e58-bd03-36865006f8cb,Manager,11,0.5,4.0,22.9,1.1,Low,15.2,12.8,3.18,1,2.2,6.4,6.12,56.1,Medium
a08edc8b-0fb4-4633-8eb3-b58da40d4084,Developer,17,11.2,26.1,28.1,1.8,High,7.0,7.1,0.1,3,5.8,1.4,10.0,89.5,High
6af61a22-75b0-40e2-a913-b29af4b0c35e,Manager,5,7.5,14.9,17.8,3.1,Medium,15.399999999999999,15.3,3.61,2,2.0,3.6,9.82,32.3,High
e309f314-8ec5-41ff-88da-93f181d306a7,Manager,3,0.7,4.4,32.1,1.2,Low,15.399999999999999,12.0,2.02,10,4.2,2.9,8.7,40.5,High
4fc02c71-76b4-4d5a-ab99-46a534e5db8c,Manager,12,11.4,27.7,24.2,3.3,Medium,11.3,12.3,0.26,3,3.6,2.8,10.0,74.5,High
85b2312f-e0c5-4e11-ad23-6fc4bccdd0cb,Writer,5,9.8,30.6,16.0,0.6,Low,3.2,9.4,3.32,1,4.0,8.4,4.62,60.5,Medium
dc429392-0b09-43c2-805c-1a74165dc0e6,Writer,8,16.0,39.8,19.4,0.6,High,7.5,9.7,4.26,8,5.7,2.3,10.0,60.8,High
39b488d9-533d-4f3d-a498-92803e4f3c18,Manager,18,4.2,12.9,28.5,2.2,Low,12.6,11.1,3.58,4,3.2,4.7,7.37,58.8,High
3a6eb557-9397-4b7b-a4b3-7ef81885ab3a,Developer,7,12.0,37.0,15.7,0.2,High,3.1,7.0,4.37,1,5.8,5.3,10.0,63.7,High
90786201-f449-429e-a561-4dae899686ef,Analyst,10,12.1,27.6,19.9,2.6,Medium,4.7,9.0,2.9,7,4.4,5.3,8.55,64.5,High
ca681d62-6605-49fb-b005-5e9c0ba3848f,Analyst,9,14.3,33.0,18.9,1.2,Medium,5.6,8.3,3.63,6,4.3,4.8,8.93,69.0,High
3cce1221-fe94-4b3e-86f5-061409fba6c0,Manager,11,7.0,22.3,27.9,1.5,Low,4.4,8.5,3.1,4,6.8,6.2,6.26,71.6,Medium
e046ef12-45a9-443a-9292-d65d3ef2e83e,Developer,13,10.4,30.4,20.0,0.6,Low,9.9,8.5,4.69,1,4.5,5.9,6.47,71.0,Medium
83f41e37-910d-4911-9382-2aaac583808d,Marketer,19,7.2,24.3,16.3,1.8,Low,9.8,12.9,0.1,2,3.0,7.7,5.15,72.7,Medium
b0a0755e-9015-4627-b124-1c7c675fbc0d,Analyst,7,11.5,25.4,19.2,1.6,High,5.0,10.7,2.66,2,4.4,4.1,10.0,55.5,High
96ac67b1-af81-4cea-943b-79024263c89e,Marketer,13,14.3,38.7,24.0,0.9,Medium,3.1,9.6,3.28,1,6.6,4.2,9.38,79.3,High
eea6cdad-40bb-4240-a099-90205cdff0f1,Developer,7,12.3,27.2,26.5,1.0,Medium,1.9,3.5,3.09,2,4.7,4.3,9.29,56.5,High
8e07091a-1ea5-4b92-a4c8-0b2b93068871,Analyst,4,7.8,13.0,25.6,1.4,Medium,2.5,5.0,1.51,5,7.8,5.5,8.4,64.0,High
2c6b8d4f-6f75-4394-938b-be4a387dce8f,Designer,5,11.7,26.0,25.4,3.1,Low,1.0,8.1,3.85,5,5.9,6.5,6.04,66.1,Medium
a9cb3d45-3c47-4661-afe3-886254e9d261,Designer,9,6.3,16.4,18.7,1.9,Low,11.1,5.1,3.31,8,4.0,7.0,5.67,59.5,Medium
a21d1e3d-8715-41e6-a7e5-e2663362328e,Developer,15,13.0,39.6,15.6,2.2,Low,10.1,10.0,2.1,1,4.5,6.3,6.17,84.0,Medium
29781423-369f-49e0-85a1-0cc2dadaf49a,Designer,13,5.8,6.1,27.8,2.0,Low,7.8,8.7,3.44,2,4.7,5.6,6.68,58.0,Medium
c79755c0-9d11-49b0-b7bc-f5bcfc7610b4,Marketer,1,12.3,28.8,18.1,0.6,Low,3.2,11.3,3.31,10,4.3,7.6,5.22,58.8,Medium
15d7061b-567b-4b6c-b912-b0ae5ba3040f,Analyst,12,8.1,18.5,24.3,2.6,Low,7.4,5.2,0.34,3,4.5,6.1,6.34,73.0,Medium
196d951c-474c-4b29-9083-297bc99f44ac,Developer,9,7.2,17.9,34.0,3.6,Medium,1.0,4.2,1.08,1,5.0,3.9,9.58,52.2,High
78f5fb78-612a-4180-8129-cedcd2ac60a1,Designer,19,2.4,2.8,24.9,0.8,Low,10.3,8.9,0.1,2,3.4,6.6,5.96,60.3,Medium
492a1a6a-636f-4198-9a2c-471599d2d04d,Developer,15,23.2,60.8,10.0,1.6,Low,5.1,8.1,2.4,6,6.1,6.4,6.1,88.5,Medium
6e3d2911-f414-45e4-b1bc-7012fe37a4de,Designer,15,2.7,8.1,24.2,2.2,Low,7.7,6.9,0.68,2,4.9,7.4,5.38,73.7,Medium
a9aafcd7-c679-493a-980d-3a8f7ef48447,Designer,4,8.0,32.8,13.9,4.7,High,1.2,6.6,2.26,9,6.1,7.2,8.79,70.6,High
98d45cb2-0d86-40f4-8ee1-8ccf14750ae0,Writer,1,10.3,16.2,12.6,1.5,Low,6.5,4.9,2.36,4,5.9,8.6,4.46,58.6,Low
f434d994-a6d0-4db6-8964-40e5983e44a3,Designer,13,6.5,13.8,26.0,3.2,Low,5.2,9.3,2.43,2,5.3,6.6,5.96,69.8,Medium
00cf1920-8668-4629-8ade-6b77c91835b7,Developer,10,16.6,39.2,25.4,0.3,Medium,8.3,10.8,2.74,6,4.5,4.7,10.0,67.5,High
364c626a-de6c-4a8d-bad6-ddde76bef12f,Marketer,7,9.0,19.1,25.7,3.7,Low,6.6,9.2,0.1,4,4.6,5.7,6.63,65.1,Medium
04602ba7-8417-4428-8ebc-b9ef65803843,Designer,12,1.9,3.2,21.4,3.3,Low,12.4,11.9,2.1,3,2.7,7.1,5.59,58.2,Medium
43fc7410-c1f9-4052-aea3-9517a9ad17a5,Writer,4,11.8,35.7,18.5,0.7,Low,7.2,6.6,1.97,5,4.9,6.6,5.95,73.9,Medium
95f9ce56-3b67-4e45-9530-94bc03c87acd,Designer,10,7.2,19.7,26.8,1.6,High,5.6,7.9,2.99,9,4.2,3.1,10.0,46.4,High
f3f2d19a-b52b-4b0a-addf-41b4debfb4d5,Analyst,11,13.8,33.6,24.7,2.8,High,3.3,8.0,2.85,6,6.1,2.6,10.0,65.2,High
9c74f40b-1f06-4639-9efb-699bffaab1ae,Analyst,14,13.5,39.0,18.3,4.5,Medium,7.9,11.2,1.43,1,3.8,4.6,9.08,70.6,High
8f309469-105f-496a-bc9a-5b1e81ba698e,Developer,7,10.5,24.6,25.3,1.2,High,1.9,4.6,4.94,8,7.5,3.6,10.0,61.4,High
d6a4ac0e-aa3e-4e22-bd05-1a9c5d335e71,Manager,9,6.9,9.6,33.2,1.2,Low,9.3,9.1,3.67,3,2.1,3.6,8.16,41.6,High
cb706885-cdcb-4c09-a216-f741d06aed88,Manager,14,9.8,15.0,11.6,3.1,Low,7.2,9.2,3.02,6,5.5,9.9,3.51,74.2,Low
7eb615cf-1cf2-4104-bd05-78c905db6a8c,Writer,16,26.6,64.2,10.0,2.6,High,3.8,4.5,1.67,2,5.9,2.9,10.0,98.3,High
445e4f24-c883-447f-95e6-16b15cf8ed58,Writer,20,11.3,27.4,20.4,1.4,Low,5.7,8.3,0.1,5,4.6,6.6,5.94,93.7,Medium
ec4a1c72-9513-4a30-b4f6-c1951478fcad,Analyst,9,12.1,27.6,27.3,1.7,High,7.0,7.5,2.78,2,4.0,1.4,10.0,48.5,High
830c0299-c1ee-4aaa-8277-650c7c1a590c,Designer,11,9.8,23.2,29.3,4.1,High,1.5,5.7,2.32,9,6.8,3.3,10.0,69.1,High
9993710c-e282-415b-82c0-13475a1d2f6f,Marketer,4,9.5,16.3,20.7,0.7,Medium,5.3,4.7,1.19,1,4.2,5.6,8.33,57.7,High
ed5a4978-cb44-454b-ae09-c0d29f45c13d,Marketer,12,8.7,21.5,23.0,0.9,Medium,3.5,10.6,4.38,1,5.6,5.7,8.26,66.1,High
94087534-93cd-47b1-b6b1-a551b7ad9000,Developer,9,15.0,40.4,11.7,0.9,Low,7.7,6.9,2.03,2,5.1,4.7,5.36,78.3,Medium
0ccdb6d8-79a9-4ffc-ad02-450a5d6fd716,Manager,18,8.7,24.0,22.5,0.4,Medium,14.0,11.7,0.2,5,3.2,3.2,10.0,72.9,High
